loc_x,loc_y,seconds_remaining,shot_distance,shot_made_flag,shot_zone_range,shot_zone,shot_zone2,hot_hand,hot_hand_ind
-44,59,11,7,0,Less Than 8 ft.,2,600,nil,2
-73,23,8,7,1,Less Than 8 ft.,2,600,nil,2
129,133,1,18,0,16-24 ft.,6,2500,nil,2
129,133,56,18,1,16-24 ft.,6,2500,heat,3
-189,89,20,20,0,16-24 ft.,6,2500,heat,3
-29,82,16,8,1,8-16 ft.,4,1200,hot hand,6
-168,40,25,17,0,16-24 ft.,6,2500,heat,3
129,146,3,19,0,16-24 ft.,6,2500,heat,3
49,36,4,6,0,Less Than 8 ft.,2,600,heat,3
-35,110,19,11,1,8-16 ft.,4,1200,nil,2
0,0,30,0,1,Less Than 8 ft.,2,600,nil,2
0,0,5,0,0,Less Than 8 ft.,2,600,nil,2
144,70,25,16,0,16-24 ft.,6,2500,heat,3
0,0,54,0,0,Less Than 8 ft.,2,600,nil,2
0,0,38,0,1,Less Than 8 ft.,2,600,nil,2
129,53,36,13,1,8-16 ft.,4,1200,nil,2
-86,190,19,20,0,16-24 ft.,6,2500,nil,2
0,0,17,0,1,Less Than 8 ft.,2,600,nil,2
138,110,47,17,1,16-24 ft.,6,2500,nil,2
94,19,9,9,0,8-16 ft.,4,1200,heat,3
68,190,40,20,0,16-24 ft.,6,2500,nil,2
117,127,23,17,1,16-24 ft.,6,2500,heat,3
11,99,21,9,0,8-16 ft.,4,1200,heat,3
153,47,28,16,0,16-24 ft.,6,2500,nil,2
-113,116,53,16,1,16-24 ft.,6,2500,heat,3
-122,179,59,21,0,16-24 ft.,6,2500,nil,2
-155,190,45,24,0,24+ ft.,8,5000,heat,3
-191,13,1,19,0,16-24 ft.,6,2500,heat,3
150,93,43,17,0,16-24 ft.,6,2500,nil,2
0,0,13,0,1,Less Than 8 ft.,2,600,nil,2
-18,196,14,19,0,16-24 ft.,6,2500,heat,3
0,0,27,0,1,Less Than 8 ft.,2,600,nil,2
-90,179,44,20,1,16-24 ft.,6,2500,nil,2
-4,70,3,7,0,Less Than 8 ft.,2,600,heat,3
0,0,23,0,1,Less Than 8 ft.,2,600,heat,3
0,0,29,0,1,Less Than 8 ft.,2,600,hot hand,6
0,0,56,0,0,Less Than 8 ft.,2,600,heat,3
64,255,10,26,1,24+ ft.,8,5000,nil,2
-63,186,42,19,1,16-24 ft.,6,2500,nil,2
0,0,22,0,1,Less Than 8 ft.,2,600,nil,2
121,57,45,13,0,8-16 ft.,4,1200,nil,2
0,0,13,0,1,Less Than 8 ft.,2,600,nil,2
-117,120,54,16,0,16-24 ft.,6,2500,heat,3
0,0,58,0,1,Less Than 8 ft.,2,600,nil,2
191,163,12,25,1,24+ ft.,8,5000,heat,3
0,0,42,0,1,Less Than 8 ft.,2,600,nil,2
64,17,58,6,1,Less Than 8 ft.,2,600,nil,2
-195,173,56,26,0,24+ ft.,8,5000,nil,2
-63,76,11,9,0,8-16 ft.,4,1200,nil,2
0,0,14,0,1,Less Than 8 ft.,2,600,nil,2
169,219,44,27,1,24+ ft.,8,5000,nil,2
-33,63,53,7,1,Less Than 8 ft.,2,600,heat,3
64,116,21,13,1,8-16 ft.,4,1200,heat,3
-124,51,15,13,1,8-16 ft.,4,1200,hot hand,6
0,0,35,0,1,Less Than 8 ft.,2,600,hot hand,6
-111,150,2,18,0,16-24 ft.,6,2500,nil,2
-176,116,24,21,1,16-24 ft.,6,2500,nil,2
220,0,0,22,0,24+ ft.,8,5000,nil,2
142,203,35,24,0,24+ ft.,8,5000,heat,3
0,0,47,0,1,Less Than 8 ft.,2,600,heat,3
0,0,40,0,0,Less Than 8 ft.,2,600,nil,2
0,0,38,0,0,Less Than 8 ft.,2,600,nil,2
0,0,37,0,0,Less Than 8 ft.,2,600,heat,3
64,47,23,7,0,Less Than 8 ft.,2,600,heat,3
-162,70,53,17,0,16-24 ft.,6,2500,heat,3
0,0,18,0,0,Less Than 8 ft.,2,600,heat,3
0,0,1,0,1,Less Than 8 ft.,2,600,heat,3
85,0,11,8,0,8-16 ft.,4,1200,nil,2
70,63,51,9,1,8-16 ft.,4,1200,nil,2
91,150,34,17,0,16-24 ft.,6,2500,nil,2
0,0,47,0,0,Less Than 8 ft.,2,600,heat,3
85,144,23,16,0,16-24 ft.,6,2500,heat,3
-54,259,28,26,0,24+ ft.,8,5000,nil,2
-109,0,52,10,1,8-16 ft.,4,1200,nil,2
3,4,49,0,0,Less Than 8 ft.,2,600,nil,2
-46,36,8,5,1,Less Than 8 ft.,2,600,heat,3
3,42,21,4,0,Less Than 8 ft.,2,600,heat,3
106,169,22,19,0,16-24 ft.,6,2500,nil,2
32,200,32,20,0,16-24 ft.,6,2500,nil,2
3,-13,48,1,1,Less Than 8 ft.,2,600,heat,3
127,169,2,21,0,16-24 ft.,6,2500,heat,3
39,80,26,8,0,8-16 ft.,4,1200,hot hand,6
-162,47,35,16,1,16-24 ft.,6,2500,hot hand,6
18,169,11,16,1,16-24 ft.,6,2500,nil,2
106,173,41,20,1,16-24 ft.,6,2500,heat,3
-138,207,23,24,1,24+ ft.,8,5000,nil,2
39,63,57,7,0,Less Than 8 ft.,2,600,nil,2
3,53,54,5,1,Less Than 8 ft.,2,600,nil,2
-1,0,26,0,0,Less Than 8 ft.,2,600,heat,3
157,70,37,17,0,16-24 ft.,6,2500,nil,2
142,26,27,14,0,8-16 ft.,4,1200,nil,2
-69,226,46,23,1,16-24 ft.,6,2500,nil,2
100,-11,12,10,0,8-16 ft.,4,1200,nil,2
0,0,36,0,1,Less Than 8 ft.,2,600,heat,3
178,21,2,17,1,16-24 ft.,6,2500,heat,3
100,120,20,15,1,8-16 ft.,4,1200,nil,2
-42,51,46,6,1,Less Than 8 ft.,2,600,nil,2
0,0,18,0,0,Less Than 8 ft.,2,600,heat,3
129,127,45,18,1,16-24 ft.,6,2500,nil,2
-48,163,19,16,0,16-24 ft.,6,2500,heat,3
-153,97,7,18,0,16-24 ft.,6,2500,nil,2
77,21,22,7,0,Less Than 8 ft.,2,600,nil,2
0,0,3,0,1,Less Than 8 ft.,2,600,nil,2
-115,11,0,11,1,8-16 ft.,4,1200,nil,2
-145,148,28,20,0,16-24 ft.,6,2500,heat,3
-94,120,39,15,0,8-16 ft.,4,1200,nil,2
155,95,17,18,1,16-24 ft.,6,2500,nil,2
54,116,47,12,0,8-16 ft.,4,1200,heat,3
0,0,49,0,1,Less Than 8 ft.,2,600,nil,2
167,49,32,17,0,16-24 ft.,6,2500,nil,2
-10,66,7,6,0,Less Than 8 ft.,2,600,heat,3
-122,144,47,18,0,16-24 ft.,6,2500,heat,3
39,116,12,12,0,8-16 ft.,4,1200,hot hand,6
146,137,5,20,1,16-24 ft.,6,2500,nil,2
182,17,13,18,1,16-24 ft.,6,2500,heat,3
18,160,30,16,0,16-24 ft.,6,2500,nil,2
5,76,22,7,1,Less Than 8 ft.,2,600,nil,2
-58,255,1,26,0,24+ ft.,8,5000,nil,2
-69,302,10,30,0,24+ ft.,8,5000,nil,2
-153,47,42,16,0,16-24 ft.,6,2500,nil,2
0,0,37,0,1,Less Than 8 ft.,2,600,nil,2
115,4,8,11,1,8-16 ft.,4,1200,heat,3
-124,0,52,12,1,8-16 ft.,4,1200,heat,3
64,34,59,7,1,Less Than 8 ft.,2,600,nil,2
-107,95,32,14,0,8-16 ft.,4,1200,heat,3
0,0,14,0,1,Less Than 8 ft.,2,600,heat,3
-113,184,21,21,0,16-24 ft.,6,2500,heat,3
182,2,53,18,0,16-24 ft.,6,2500,heat,3
-29,49,16,5,0,Less Than 8 ft.,2,600,heat,3
113,78,56,13,0,8-16 ft.,4,1200,heat,3
0,0,25,0,1,Less Than 8 ft.,2,600,heat,3
-56,68,58,8,0,8-16 ft.,4,1200,nil,2
-119,91,40,14,0,8-16 ft.,4,1200,nil,2
0,0,6,0,0,Less Than 8 ft.,2,600,heat,3
0,0,2,0,1,Less Than 8 ft.,2,600,nil,2
134,-4,6,13,1,8-16 ft.,4,1200,nil,2
134,156,3,20,0,16-24 ft.,6,2500,heat,3
148,4,38,14,1,8-16 ft.,4,1200,heat,3
142,131,56,19,0,16-24 ft.,6,2500,nil,2
49,135,42,14,0,8-16 ft.,4,1200,heat,3
14,146,4,14,0,8-16 ft.,4,1200,nil,2
-132,15,5,13,0,8-16 ft.,4,1200,nil,2
-54,70,57,8,1,8-16 ft.,4,1200,heat,3
-6,38,19,3,1,Less Than 8 ft.,2,600,nil,2
-12,169,4,16,0,16-24 ft.,6,2500,heat,3
1,80,56,8,1,8-16 ft.,4,1200,heat,3
-42,34,44,5,1,Less Than 8 ft.,2,600,hot hand,6
0,0,41,0,0,Less Than 8 ft.,2,600,heat,3
-33,150,35,15,1,8-16 ft.,4,1200,fire,10
-71,4,17,7,1,Less Than 8 ft.,2,600,nil,2
132,4,40,13,1,8-16 ft.,4,1200,heat,3
123,4,20,12,1,8-16 ft.,4,1200,heat,3
0,0,54,0,1,Less Than 8 ft.,2,600,hot hand,6
-27,184,29,18,0,16-24 ft.,6,2500,heat,3
-202,82,46,21,1,16-24 ft.,6,2500,heat,3
0,0,45,0,0,Less Than 8 ft.,2,600,nil,2
-172,106,50,20,1,16-24 ft.,6,2500,nil,2
153,154,29,21,0,16-24 ft.,6,2500,nil,2
235,28,0,23,0,24+ ft.,8,5000,nil,2
0,0,0,0,1,Less Than 8 ft.,2,600,nil,2
0,0,9,0,0,Less Than 8 ft.,2,600,heat,3
-94,122,50,15,0,8-16 ft.,4,1200,nil,2
62,-8,19,6,0,Less Than 8 ft.,2,600,heat,3
-101,-2,45,10,0,8-16 ft.,4,1200,heat,3
0,0,28,0,1,Less Than 8 ft.,2,600,nil,2
0,0,25,0,0,Less Than 8 ft.,2,600,heat,3
0,0,18,0,1,Less Than 8 ft.,2,600,heat,3
132,93,23,16,0,16-24 ft.,6,2500,nil,2
176,89,9,19,0,16-24 ft.,6,2500,nil,2
98,165,46,19,1,16-24 ft.,6,2500,nil,2
-157,85,53,17,0,16-24 ft.,6,2500,nil,2
-187,-19,4,18,1,16-24 ft.,6,2500,heat,3
0,0,35,0,1,Less Than 8 ft.,2,600,heat,3
-94,89,40,12,0,8-16 ft.,4,1200,nil,2
0,0,11,0,0,Less Than 8 ft.,2,600,nil,2
191,-23,7,19,0,16-24 ft.,6,2500,heat,3
-128,129,42,18,0,16-24 ft.,6,2500,nil,2
0,0,20,0,1,Less Than 8 ft.,2,600,nil,2
174,70,57,18,0,16-24 ft.,6,2500,heat,3
159,0,27,15,0,8-16 ft.,4,1200,heat,3
-18,329,0,32,0,24+ ft.,8,5000,nil,2
108,-6,42,10,0,8-16 ft.,4,1200,heat,3
-56,4,2,5,1,Less Than 8 ft.,2,600,nil,2
0,0,21,0,1,Less Than 8 ft.,2,600,nil,2
0,0,5,0,1,Less Than 8 ft.,2,600,nil,2
0,0,5,0,0,Less Than 8 ft.,2,600,heat,3
0,0,40,0,0,Less Than 8 ft.,2,600,nil,2
-71,53,52,8,1,8-16 ft.,4,1200,nil,2
132,112,26,17,0,16-24 ft.,6,2500,heat,3
0,0,28,0,0,Less Than 8 ft.,2,600,heat,3
77,11,24,7,0,Less Than 8 ft.,2,600,heat,3
3,61,21,6,1,Less Than 8 ft.,2,600,heat,3
119,215,6,24,0,24+ ft.,8,5000,hot hand,6
0,0,45,0,1,Less Than 8 ft.,2,600,hot hand,6
32,55,14,6,1,Less Than 8 ft.,2,600,heat,3
110,133,49,17,1,16-24 ft.,6,2500,heat,3
161,106,21,19,0,16-24 ft.,6,2500,nil,2
56,133,5,14,0,8-16 ft.,4,1200,nil,2
119,-4,36,11,0,8-16 ft.,4,1200,nil,2
0,0,27,0,0,Less Than 8 ft.,2,600,heat,3
0,0,40,0,0,Less Than 8 ft.,2,600,heat,3
0,0,3,0,1,Less Than 8 ft.,2,600,hot hand,6
0,0,17,0,1,Less Than 8 ft.,2,600,nil,2
11,243,0,24,0,24+ ft.,8,5000,nil,2
0,0,17,0,1,Less Than 8 ft.,2,600,nil,2
18,137,40,13,0,8-16 ft.,4,1200,heat,3
-16,188,7,18,1,16-24 ft.,6,2500,heat,3
-71,116,27,13,0,8-16 ft.,4,1200,nil,2
-176,19,3,17,0,16-24 ft.,6,2500,heat,3
0,0,2,0,0,Less Than 8 ft.,2,600,nil,2
-77,173,1,18,1,16-24 ft.,6,2500,nil,2
-134,127,25,18,1,16-24 ft.,6,2500,heat,3
-84,63,11,10,0,8-16 ft.,4,1200,nil,2
-134,36,3,13,1,8-16 ft.,4,1200,nil,2
159,-8,54,15,0,8-16 ft.,4,1200,nil,2
-134,63,57,14,1,8-16 ft.,4,1200,heat,3
-134,144,14,19,0,16-24 ft.,6,2500,nil,2
-130,103,8,16,0,16-24 ft.,6,2500,heat,3
0,0,52,0,1,Less Than 8 ft.,2,600,heat,3
-128,137,36,18,0,16-24 ft.,6,2500,heat,3
0,0,5,0,1,Less Than 8 ft.,2,600,nil,2
16,230,20,23,1,16-24 ft.,6,2500,nil,2
0,0,30,0,1,Less Than 8 ft.,2,600,nil,2
-12,82,29,8,0,8-16 ft.,4,1200,heat,3
-98,257,24,27,0,24+ ft.,8,5000,nil,2
0,0,15,0,1,Less Than 8 ft.,2,600,nil,2
153,19,30,15,0,8-16 ft.,4,1200,heat,3
108,133,39,17,0,16-24 ft.,6,2500,nil,2
-63,264,25,27,0,24+ ft.,8,5000,nil,2
0,0,27,0,1,Less Than 8 ft.,2,600,heat,3
108,-2,51,10,0,8-16 ft.,4,1200,heat,3
-134,116,45,17,1,16-24 ft.,6,2500,nil,2
-134,99,59,16,1,16-24 ft.,6,2500,nil,2
0,0,0,0,1,Less Than 8 ft.,2,600,heat,3
188,82,40,20,0,16-24 ft.,6,2500,nil,2
-42,70,33,8,1,8-16 ft.,4,1200,heat,3
-176,127,7,21,1,16-24 ft.,6,2500,nil,2
0,0,39,0,0,Less Than 8 ft.,2,600,heat,3
0,0,3,0,1,Less Than 8 ft.,2,600,heat,3
75,30,24,8,0,8-16 ft.,4,1200,heat,3
-48,26,31,5,1,Less Than 8 ft.,2,600,nil,2
0,0,31,0,1,Less Than 8 ft.,2,600,nil,2
11,53,57,5,0,Less Than 8 ft.,2,600,nil,2
-170,2,25,17,0,16-24 ft.,6,2500,nil,2
108,74,42,13,0,8-16 ft.,4,1200,nil,2
-84,-29,26,8,0,8-16 ft.,4,1200,nil,2
94,175,50,19,0,16-24 ft.,6,2500,heat,3
108,152,0,18,0,16-24 ft.,6,2500,nil,2
79,112,49,13,1,8-16 ft.,4,1200,heat,3
186,17,18,18,1,16-24 ft.,6,2500,heat,3
0,0,17,0,1,Less Than 8 ft.,2,600,nil,2
144,101,42,17,0,16-24 ft.,6,2500,heat,3
0,0,16,0,0,Less Than 8 ft.,2,600,heat,3
-71,30,55,7,0,Less Than 8 ft.,2,600,heat,3
188,327,0,37,0,24+ ft.,8,5000,heat,3
-71,219,52,23,1,16-24 ft.,6,2500,nil,2
-27,57,42,6,0,Less Than 8 ft.,2,600,nil,2
73,57,14,9,1,8-16 ft.,4,1200,nil,2
0,0,18,0,1,Less Than 8 ft.,2,600,nil,2
85,36,51,9,1,8-16 ft.,4,1200,nil,2
0,0,20,0,1,Less Than 8 ft.,2,600,heat,3
176,2,15,17,1,16-24 ft.,6,2500,nil,2
75,70,51,10,1,8-16 ft.,4,1200,heat,3
-67,139,50,15,0,8-16 ft.,4,1200,nil,2
182,-2,16,18,1,16-24 ft.,6,2500,nil,2
-160,11,15,16,1,16-24 ft.,6,2500,heat,3
176,114,1,20,1,16-24 ft.,6,2500,nil,2
5,211,32,21,0,16-24 ft.,6,2500,heat,3
0,0,29,0,0,Less Than 8 ft.,2,600,heat,3
-37,236,59,23,0,24+ ft.,8,5000,hot hand,6
60,561,0,56,0,Back Court Shot,10,8000,nil,2
-46,-8,4,4,1,Less Than 8 ft.,2,600,heat,3
39,188,37,19,1,16-24 ft.,6,2500,heat,3
-73,28,5,7,1,Less Than 8 ft.,2,600,nil,2
-136,163,9,21,1,16-24 ft.,6,2500,heat,3
140,146,33,20,0,16-24 ft.,6,2500,nil,2
0,0,19,0,0,Less Than 8 ft.,2,600,heat,3
-206,-2,29,20,0,16-24 ft.,6,2500,heat,3
58,82,27,10,1,8-16 ft.,4,1200,heat,3
-149,133,51,19,1,16-24 ft.,6,2500,heat,3
153,-2,45,15,0,8-16 ft.,4,1200,nil,2
-134,144,26,19,1,16-24 ft.,6,2500,heat,3
-92,42,48,10,0,8-16 ft.,4,1200,heat,3
-48,110,15,12,0,8-16 ft.,4,1200,nil,2
64,82,24,10,1,8-16 ft.,4,1200,nil,2
16,264,22,26,0,24+ ft.,8,5000,heat,3
0,0,4,0,1,Less Than 8 ft.,2,600,heat,3
-98,-2,29,9,0,8-16 ft.,4,1200,nil,2
64,19,13,6,0,Less Than 8 ft.,2,600,heat,3
0,0,45,0,1,Less Than 8 ft.,2,600,heat,3
16,179,11,17,1,16-24 ft.,6,2500,heat,3
-10,-4,3,1,0,Less Than 8 ft.,2,600,heat,3
184,-15,13,18,0,16-24 ft.,6,2500,nil,2
18,4,42,1,1,Less Than 8 ft.,2,600,nil,2
-52,47,28,7,0,Less Than 8 ft.,2,600,nil,2
18,34,30,3,0,Less Than 8 ft.,2,600,heat,3
0,0,45,0,0,Less Than 8 ft.,2,600,heat,3
91,34,17,9,1,8-16 ft.,4,1200,heat,3
-1,169,41,16,0,16-24 ft.,6,2500,heat,3
32,11,41,3,1,Less Than 8 ft.,2,600,nil,2
24,17,7,2,0,Less Than 8 ft.,2,600,nil,2
-10,87,55,8,1,8-16 ft.,4,1200,heat,3
3,196,31,19,1,16-24 ft.,6,2500,nil,2
11,4,43,1,1,Less Than 8 ft.,2,600,nil,2
-82,163,28,18,1,16-24 ft.,6,2500,nil,2
157,-11,0,15,1,8-16 ft.,4,1200,heat,3
-23,150,47,15,0,8-16 ft.,4,1200,nil,2
18,259,29,25,0,24+ ft.,8,5000,nil,2
-1,0,9,0,1,Less Than 8 ft.,2,600,nil,2
3,93,57,9,1,8-16 ft.,4,1200,nil,2
-128,224,54,25,0,24+ ft.,8,5000,nil,2
96,268,4,28,0,24+ ft.,8,5000,heat,3
153,97,59,18,0,16-24 ft.,6,2500,nil,2
68,163,12,17,0,16-24 ft.,6,2500,nil,2
0,0,2,0,1,Less Than 8 ft.,2,600,heat,3
0,0,42,0,0,Less Than 8 ft.,2,600,heat,3
24,57,19,6,0,Less Than 8 ft.,2,600,heat,3
0,0,50,0,1,Less Than 8 ft.,2,600,heat,3
0,0,17,0,1,Less Than 8 ft.,2,600,nil,2
153,101,0,18,1,16-24 ft.,6,2500,nil,2
121,-6,22,12,1,8-16 ft.,4,1200,heat,3
-143,163,44,21,0,16-24 ft.,6,2500,nil,2
62,63,26,8,1,8-16 ft.,4,1200,heat,3
-143,-13,38,14,1,8-16 ft.,4,1200,nil,2
87,133,0,15,1,8-16 ft.,4,1200,heat,3
-117,70,16,13,1,8-16 ft.,4,1200,nil,2
-168,184,54,24,1,24+ ft.,8,5000,nil,2
0,0,28,0,0,Less Than 8 ft.,2,600,nil,2
0,0,27,0,0,Less Than 8 ft.,2,600,nil,2
-35,85,52,9,0,8-16 ft.,4,1200,nil,2
0,0,30,0,1,Less Than 8 ft.,2,600,heat,3
0,0,34,0,1,Less Than 8 ft.,2,600,nil,2
37,133,35,13,0,8-16 ft.,4,1200,nil,2
-134,7,10,13,0,8-16 ft.,4,1200,heat,3
-101,7,39,10,1,8-16 ft.,4,1200,nil,2
0,0,49,0,1,Less Than 8 ft.,2,600,heat,3
-162,68,16,17,0,16-24 ft.,6,2500,nil,2
0,0,21,0,1,Less Than 8 ft.,2,600,nil,2
-155,-2,47,15,1,8-16 ft.,4,1200,heat,3
0,0,12,0,0,Less Than 8 ft.,2,600,nil,2
-149,91,2,17,0,16-24 ft.,6,2500,nil,2
0,0,11,0,1,Less Than 8 ft.,2,600,nil,2
0,0,13,0,1,Less Than 8 ft.,2,600,nil,2
144,-19,34,14,0,8-16 ft.,4,1200,heat,3
37,173,5,17,0,16-24 ft.,6,2500,heat,3
0,0,24,0,1,Less Than 8 ft.,2,600,hot hand,6
79,80,54,11,0,8-16 ft.,4,1200,heat,3
132,106,1,16,0,16-24 ft.,6,2500,nil,2
138,-23,14,13,0,8-16 ft.,4,1200,heat,3
123,253,51,28,0,24+ ft.,8,5000,heat,3
106,2,38,10,1,8-16 ft.,4,1200,heat,3
0,0,48,0,1,Less Than 8 ft.,2,600,heat,3
0,0,52,0,0,Less Than 8 ft.,2,600,nil,2
0,0,41,0,0,Less Than 8 ft.,2,600,nil,2
144,135,43,19,0,16-24 ft.,6,2500,heat,3
0,0,7,0,0,Less Than 8 ft.,2,600,nil,2
150,154,49,21,0,16-24 ft.,6,2500,nil,2
85,36,36,9,1,8-16 ft.,4,1200,nil,2
70,190,32,20,0,16-24 ft.,6,2500,heat,3
5,112,50,11,1,8-16 ft.,4,1200,heat,3
0,0,55,0,1,Less Than 8 ft.,2,600,nil,2
-67,160,25,17,1,16-24 ft.,6,2500,nil,2
136,101,12,16,0,16-24 ft.,6,2500,heat,3
0,0,41,0,0,Less Than 8 ft.,2,600,heat,3
-35,101,36,10,0,8-16 ft.,4,1200,heat,3
136,-8,32,13,0,8-16 ft.,4,1200,nil,2
188,-8,21,18,0,16-24 ft.,6,2500,nil,2
144,-15,50,14,0,8-16 ft.,4,1200,nil,2
-58,49,40,7,1,Less Than 8 ft.,2,600,heat,3
-204,-8,6,20,0,16-24 ft.,6,2500,nil,2
108,179,6,20,1,16-24 ft.,6,2500,nil,2
0,0,46,0,1,Less Than 8 ft.,2,600,heat,3
174,13,20,17,0,16-24 ft.,6,2500,heat,3
123,13,22,12,0,8-16 ft.,4,1200,hot hand,6
153,110,59,18,1,16-24 ft.,6,2500,heat,3
-77,7,45,7,0,Less Than 8 ft.,2,600,nil,2
0,0,32,0,1,Less Than 8 ft.,2,600,nil,2
-33,53,40,6,0,Less Than 8 ft.,2,600,nil,2
174,207,6,27,0,24+ ft.,8,5000,heat,3
144,205,57,25,0,24+ ft.,8,5000,nil,2
138,0,1,13,1,8-16 ft.,4,1200,nil,2
-33,186,30,18,1,16-24 ft.,6,2500,heat,3
153,97,14,18,1,16-24 ft.,6,2500,nil,2
51,21,22,5,0,Less Than 8 ft.,2,600,nil,2
0,0,36,0,1,Less Than 8 ft.,2,600,nil,2
176,-6,28,17,0,16-24 ft.,6,2500,heat,3
0,0,24,0,0,Less Than 8 ft.,2,600,nil,2
0,0,16,0,0,Less Than 8 ft.,2,600,heat,3
98,156,36,18,0,16-24 ft.,6,2500,heat,3
138,34,57,14,0,8-16 ft.,4,1200,heat,3
144,144,4,20,0,16-24 ft.,6,2500,nil,2
7,68,59,6,1,Less Than 8 ft.,2,600,heat,3
-4,135,26,13,1,8-16 ft.,4,1200,heat,3
7,80,36,8,1,8-16 ft.,4,1200,hot hand,6
64,23,29,6,0,Less Than 8 ft.,2,600,heat,3
1,152,59,15,1,8-16 ft.,4,1200,nil,2
-84,118,41,14,0,8-16 ft.,4,1200,nil,2
123,141,2,18,1,16-24 ft.,6,2500,nil,2
-155,30,21,15,0,8-16 ft.,4,1200,nil,2
-98,163,50,19,0,16-24 ft.,6,2500,heat,3
-191,23,5,19,1,16-24 ft.,6,2500,nil,2
-84,173,31,19,1,16-24 ft.,6,2500,nil,2
-128,7,13,12,0,8-16 ft.,4,1200,nil,2
115,148,42,18,1,16-24 ft.,6,2500,nil,2
1,80,37,8,1,8-16 ft.,4,1200,nil,2
144,85,17,16,0,16-24 ft.,6,2500,heat,3
0,0,22,0,1,Less Than 8 ft.,2,600,heat,3
0,0,18,0,1,Less Than 8 ft.,2,600,heat,3
136,133,35,19,0,16-24 ft.,6,2500,heat,3
142,150,45,20,0,16-24 ft.,6,2500,nil,2
0,0,17,0,1,Less Than 8 ft.,2,600,nil,2
-130,-6,50,13,0,8-16 ft.,4,1200,nil,2
58,40,31,7,0,Less Than 8 ft.,2,600,nil,2
0,0,29,0,1,Less Than 8 ft.,2,600,nil,2
22,26,37,3,0,Less Than 8 ft.,2,600,heat,3
0,0,2,0,1,Less Than 8 ft.,2,600,nil,2
0,0,25,0,1,Less Than 8 ft.,2,600,nil,2
-109,139,47,17,0,16-24 ft.,6,2500,nil,2
0,0,22,0,1,Less Than 8 ft.,2,600,heat,3
0,0,39,0,1,Less Than 8 ft.,2,600,nil,2
0,0,16,0,0,Less Than 8 ft.,2,600,heat,3
123,30,49,12,0,8-16 ft.,4,1200,nil,2
-206,13,18,20,0,16-24 ft.,6,2500,nil,2
-149,51,36,15,1,8-16 ft.,4,1200,nil,2
64,85,48,10,0,8-16 ft.,4,1200,heat,3
0,0,29,0,0,Less Than 8 ft.,2,600,nil,2
188,97,12,21,1,16-24 ft.,6,2500,nil,2
-42,51,46,6,0,Less Than 8 ft.,2,600,nil,2
-27,80,12,8,1,8-16 ft.,4,1200,nil,2
94,179,39,20,1,16-24 ft.,6,2500,nil,2
-4,57,4,5,1,Less Than 8 ft.,2,600,nil,2
0,0,11,0,1,Less Than 8 ft.,2,600,nil,2
123,101,4,15,0,8-16 ft.,4,1200,nil,2
-128,114,35,17,0,16-24 ft.,6,2500,nil,2
-42,257,18,26,1,24+ ft.,8,5000,heat,3
-12,253,28,25,1,24+ ft.,8,5000,nil,2
43,186,35,19,0,16-24 ft.,6,2500,nil,2
-63,108,38,12,0,8-16 ft.,4,1200,heat,3
0,0,54,0,0,Less Than 8 ft.,2,600,heat,3
146,-19,30,14,1,8-16 ft.,4,1200,heat,3
-4,266,15,26,1,24+ ft.,8,5000,nil,2
0,0,6,0,0,Less Than 8 ft.,2,600,nil,2
37,63,6,7,1,Less Than 8 ft.,2,600,nil,2
1,76,40,7,0,Less Than 8 ft.,2,600,heat,3
30,93,3,9,1,8-16 ft.,4,1200,heat,3
0,0,49,0,0,Less Than 8 ft.,2,600,nil,2
-147,169,7,22,0,16-24 ft.,6,2500,nil,2
-145,55,53,15,1,8-16 ft.,4,1200,heat,3
119,89,7,14,0,8-16 ft.,4,1200,nil,2
104,66,11,12,0,8-16 ft.,4,1200,heat,3
125,28,35,12,0,8-16 ft.,4,1200,nil,2
0,0,2,0,1,Less Than 8 ft.,2,600,heat,3
-44,15,14,4,0,Less Than 8 ft.,2,600,heat,3
-71,177,25,19,0,16-24 ft.,6,2500,heat,3
-109,15,27,11,0,8-16 ft.,4,1200,heat,3
0,0,39,0,0,Less Than 8 ft.,2,600,heat,3
-16,55,5,5,1,Less Than 8 ft.,2,600,heat,3
-202,150,56,25,0,24+ ft.,8,5000,heat,3
-178,112,7,21,0,16-24 ft.,6,2500,heat,3
0,0,45,0,1,Less Than 8 ft.,2,600,hot hand,6
113,4,13,11,1,8-16 ft.,4,1200,hot hand,6
-1,9,5,0,1,Less Than 8 ft.,2,600,heat,3
-109,76,32,13,0,8-16 ft.,4,1200,nil,2
98,76,24,12,1,8-16 ft.,4,1200,nil,2
-124,63,32,13,0,8-16 ft.,4,1200,heat,3
11,4,4,1,1,Less Than 8 ft.,2,600,nil,2
24,47,56,5,0,Less Than 8 ft.,2,600,heat,3
70,70,49,9,0,8-16 ft.,4,1200,heat,3
-1,63,42,6,1,Less Than 8 ft.,2,600,heat,3
-124,30,12,12,0,8-16 ft.,4,1200,nil,2
62,9,5,6,1,Less Than 8 ft.,2,600,heat,3
-46,125,34,13,0,8-16 ft.,4,1200,heat,3
-16,135,43,13,0,8-16 ft.,4,1200,nil,2
119,141,32,18,1,16-24 ft.,6,2500,nil,2
-109,148,43,18,1,16-24 ft.,6,2500,nil,2
83,108,1,13,0,8-16 ft.,4,1200,nil,2
132,152,39,20,0,16-24 ft.,6,2500,heat,3
